run_question,round,question_id,first_visible_any_tau,first_visible_any_step,first_s_positive_tau,first_s_positive_step,first_committed_any_tau,first_committed_any_step,first_visible_full_tau,first_visible_full_step,first_committed_full_tau,first_committed_full_step
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,0.2857142857142857,2.0,0.4285714285714285,3.0,,,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,0.2,2.0,0.3,3.0,0.3,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,0.2857142857142857,2.0,0.2857142857142857,2.0,0.7142857142857143,5.0,1.0,7.0,1.0,7.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,0.4,2.0,0.4,2.0,0.8,4.0,1.0,5.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,0.125,2.0,0.5,8.0,0.5625,9.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,0.2857142857142857,2.0,0.2857142857142857,2.0,0.4285714285714285,3.0,0.8571428571428571,6.0,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,0.1666666666666666,2.0,,,0.3333333333333333,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,0.2222222222222222,2.0,0.2222222222222222,2.0,0.4444444444444444,4.0,0.6666666666666666,6.0,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,0.4,2.0,0.6,3.0,0.6,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,0.2857142857142857,2.0,0.2857142857142857,2.0,0.4285714285714285,3.0,0.5714285714285714,4.0,1.0,7.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,0.25,2.0,0.25,2.0,0.75,6.0,0.375,3.0,1.0,8.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0.2857142857142857,4.0,0.2142857142857142,3.0,0.9285714285714286,13.0,0.2857142857142857,4.0,0.9285714285714286,13.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,0.1538461538461538,2.0,0.1538461538461538,2.0,0.2307692307692307,3.0,0.3076923076923077,4.0,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,0.2142857142857142,3.0,0.2857142857142857,4.0,0.2857142857142857,4.0,0.2142857142857142,3.0,0.2857142857142857,4.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,0.2857142857142857,2.0,0.2857142857142857,2.0,0.4285714285714285,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,0.3333333333333333,2.0,0.5,3.0,0.5,3.0,0.6666666666666666,4.0,0.8333333333333334,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,0.2857142857142857,2.0,0.2857142857142857,2.0,0.4285714285714285,3.0,0.5714285714285714,4.0,0.7142857142857143,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,0.4,2.0,0.4,2.0,0.6,3.0,1.0,5.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,0.3333333333333333,3.0,0.3333333333333333,3.0,0.3333333333333333,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,0.3333333333333333,3.0,0.6666666666666666,6.0,0.5555555555555556,5.0,0.8888888888888888,8.0,1.0,9.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,0.4,2.0,0.4,2.0,0.6,3.0,1.0,5.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.2857142857142857,2.0,0.4285714285714285,3.0,0.4285714285714285,3.0,0.7142857142857143,5.0,0.7142857142857143,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,0.6,3.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,,,0.4,2.0,,,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,0.2857142857142857,2.0,0.2857142857142857,2.0,0.5714285714285714,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,0.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,4.0,0.8333333333333334,5.0,1.0,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,0.3333333333333333,2.0,0.3333333333333333,2.0,0.5,3.0,0.8333333333333334,5.0,1.0,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,0.1428571428571428,2.0,0.2142857142857142,3.0,0.2142857142857142,3.0,0.3571428571428571,5.0,0.4285714285714285,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,0.2,2.0,0.3,3.0,0.3,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,0.5,2.0,0.75,3.0,1.0,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,0.2857142857142857,2.0,0.4285714285714285,3.0,0.4285714285714285,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,0.2857142857142857,2.0,0.2857142857142857,2.0,0.4285714285714285,3.0,0.7142857142857143,5.0,0.7142857142857143,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,0.5,2.0,0.5,2.0,1.0,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,0.1333333333333333,2.0,0.1333333333333333,2.0,0.2666666666666666,4.0,0.2666666666666666,4.0,0.4666666666666667,7.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,0.2222222222222222,2.0,0.4444444444444444,4.0,0.3333333333333333,3.0,0.8888888888888888,8.0,1.0,9.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,0.1,2.0,0.15,3.0,0.15,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,0.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,4.0,0.8333333333333334,5.0,1.0,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,0.3333333333333333,2.0,0.6666666666666666,4.0,0.6666666666666666,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,0.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,4.0,0.5,3.0,1.0,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,0.5,2.0,0.5,2.0,1.0,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,0.3,3.0,0.5,5.0,0.4,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,0.2,2.0,0.3,3.0,0.3,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,0.5,2.0,0.5,2.0,1.0,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,0.4,2.0,0.4,2.0,0.8,4.0,0.8,4.0,0.8,4.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,0.1428571428571428,2.0,0.1428571428571428,2.0,0.2142857142857142,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,0.1818181818181818,2.0,0.1818181818181818,2.0,0.2727272727272727,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,0.4,2.0,0.4,2.0,0.6,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,0.3333333333333333,2.0,0.3333333333333333,2.0,0.5,3.0,0.8333333333333334,5.0,1.0,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,0.25,2.0,0.375,3.0,0.375,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,0.4,2.0,0.4,2.0,0.6,3.0,1.0,5.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3.0,0.6666666666666666,2.0,1.0,3.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,0.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,4.0,0.8333333333333334,5.0,1.0,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,0.4285714285714285,3.0,0.4285714285714285,3.0,0.8571428571428571,6.0,0.5714285714285714,4.0,0.8571428571428571,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,0.3333333333333333,2.0,0.3333333333333333,2.0,0.5,3.0,0.6666666666666666,4.0,1.0,6.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,0.5,2.0,0.5,2.0,1.0,4.0,0.75,3.0,1.0,4.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,0.2222222222222222,2.0,0.2222222222222222,2.0,0.5555555555555556,5.0,0.8888888888888888,8.0,1.0,9.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,0.1538461538461538,2.0,0.1538461538461538,2.0,0.3076923076923077,4.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,0.25,2.0,0.25,2.0,0.375,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,0.375,3.0,0.375,3.0,0.375,3.0,0.5,4.0,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,0.1666666666666666,2.0,0.1666666666666666,2.0,,,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,0.4,2.0,0.4,2.0,0.6,3.0,0.8,4.0,1.0,5.0
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,0.1538461538461538,2.0,0.1538461538461538,2.0,0.2307692307692307,3.0,,,,
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,0.2,2.0,0.2,2.0,0.5,5.0,0.4,4.0,0.5,5.0
