round,question_id,decision_step,trajectory_length,tau,committed_r,native_s,action,correct,conflicted,gold_hop_count,committed_coverage_r,current_preview_hop_indices,current_preview_gold_count,current_preview_coverage,current_read_result_hop_indices,current_tool_hop_indices,visible_or_committed_hop_indices,visible_or_committed_coverage,cumulative_preview_hop_indices,ever_seen_or_committed_hop_indices,ever_seen_or_committed_coverage,run_question,native_positive,terminal,prev_native_s,delta_native_s,prev_committed_r,delta_committed_r,prev_current_preview_coverage,delta_current_preview_coverage,prev_ever_seen_or_committed_coverage,delta_ever_seen_or_committed_coverage,full_committed,current_preview_any,prev_native_positive,reversal
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,7,10,0.7,0.25,5.562500027939677,"[""read""]",False,True,4,0.25,[],0,0.0,[],[],[2],0.25,"[1,2]","[1,2]",0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,True,False,3.1249999571591616,2.4375000707805157,0.25,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,8,10,0.8,0.25,2.937499927356839,"[""search""]",False,True,4,0.25,[],0,0.0,[],[],[2],0.25,"[1,2]","[1,2]",0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,True,False,5.562500027939677,-2.625000100582838,0.25,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,9,10,0.9,0.25,2.4999999664723873,"[""read""]",False,True,4,0.25,[],0,0.0,[],[],[2],0.25,"[1,2]","[1,2]",0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,True,False,2.937499927356839,-0.43749996088445187,0.25,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,10,10,1.0,0.25,5.312500127824023,"[""finish""]",False,True,4,0.25,[],0,0.0,[],[],[2],0.25,"[1,2]","[1,2]",0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,True,True,2.4999999664723873,2.812500161351636,0.25,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,1,5,0.2,0.0,-3.812499943189323,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,5,0.4,0.0,2.4375000335276127,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,True,False,-3.812499943189323,6.249999976716936,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,3,5,0.6,0.5,1.5625000074505806,"[""search""]",True,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,True,False,2.4375000335276127,-0.8750000260770321,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,4,5,0.8,0.5,3.9375000270083547,"[""read""]",True,False,2,0.5,[2],1,0.5,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,True,False,1.5625000074505806,2.375000019557774,0.5,0.0,0.0,0.5,0.5,0.5,False,True,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,5,5,1.0,1.0,6.812499896215741,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,True,True,3.9375000270083547,2.874999869207386,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,1,5,0.2,0.0,-3.687500017695129,"[""search""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,2,5,0.4,0.0,2.3124999962747097,"[""read""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,True,False,-3.687500017695129,6.000000013969839,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,3,5,0.6,0.5,3.5000000037252903,"[""search""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,True,False,2.3124999962747097,1.1875000074505806,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,4,5,0.8,0.5,3.312499960884452,"[""read""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,True,False,3.5000000037252903,-0.18750004284083843,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,5,5,1.0,0.5,8.249999857027433,"[""finish""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,True,True,3.312499960884452,4.937499896142981,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,1,6,0.1666666666666666,0.0,-4.124999942258,"[""search""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,2,6,0.3333333333333333,0.0,-8.000000007275958,"[""search""]",False,True,4,0.0,[2],1,0.25,[],[2],[2],0.25,[2],[2],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,False,False,-4.124999942258,-3.8750000650179572,0.0,0.0,0.0,0.25,0.0,0.25,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,3,6,0.5,0.0,-0.6249999850988388,"[""read""]",False,True,4,0.0,[1],1,0.25,[],[1],[1],0.25,"[1,2]","[1,2]",0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,False,False,-8.000000007275958,7.375000022177119,0.0,0.0,0.25,0.0,0.25,0.25,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,4,6,0.6666666666666666,0.75,0.3125,"[""search""]",False,True,4,0.75,[],0,0.0,"[1,2,3]","[1,2,3]","[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,True,False,-0.6249999850988388,0.9374999850988388,0.0,0.75,0.25,-0.25,0.5,0.25,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,5,6,0.8333333333333334,0.75,1.7500000521540642,"[""read""]",False,True,4,0.75,[4],1,0.25,[],[4],"[1,2,3,4]",1.0,"[1,2,4]","[1,2,3,4]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,True,False,0.3125,1.4375000521540642,0.75,0.0,0.0,0.25,0.75,0.25,False,True,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,6,6,1.0,1.0,7.62500000410364,"[""finish""]",False,True,4,1.0,[],0,0.0,[4],[4],"[1,2,3,4]",1.0,"[1,2,4]","[1,2,3,4]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,True,True,1.7500000521540642,5.874999951949576,0.75,0.25,0.25,-0.25,1.0,0.0,True,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,1,4,0.25,0.0,-4.499999822117388,"[""search""]",False,True,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,2,4,0.5,0.0,1.937500037252903,"[""search""]",False,True,2,0.0,[2],1,0.5,[],[2],[2],0.5,[2],[2],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,True,False,-4.499999822117388,6.437499859370291,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,3,4,0.75,0.0,1.6249999850988388,"[""read""]",False,True,2,0.0,[],0,0.0,[],[],[],0.0,[2],[2],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,True,False,1.937500037252903,-0.3125000521540642,0.0,0.0,0.5,-0.5,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,4,4,1.0,0.0,6.624999990337528,"[""finish""]",False,True,2,0.0,[],0,0.0,[],[],[],0.0,[2],[2],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,True,True,1.6249999850988388,5.0000000052386895,0.0,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,1,9,0.1111111111111111,0.0,-5.500000081025064,"[""search""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,2,9,0.2222222222222222,0.0,-0.375,"[""search""]",False,True,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,False,False,-5.500000081025064,5.125000081025064,0.0,0.0,0.0,0.25,0.0,0.25,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,3,9,0.3333333333333333,0.0,0.375,"[""search""]",False,True,4,0.0,"[1,2,3]",3,0.75,[],"[1,2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,True,False,-0.375,0.75,0.0,0.0,0.25,0.5,0.25,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,4,9,0.4444444444444444,0.0,0.4375,"[""search""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,True,False,0.375,0.0625,0.0,0.0,0.75,-0.75,0.75,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,5,9,0.5555555555555556,0.0,-0.125,"[""read""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,False,False,0.4375,-0.5625,0.0,0.0,0.0,0.0,0.75,0.0,False,False,True,True
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,6,9,0.6666666666666666,0.5,4.500000046100467,"[""search""]",False,True,4,0.5,[],0,0.0,"[1,2]","[1,2]","[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,True,False,-0.125,4.625000046100467,0.0,0.5,0.0,0.0,0.75,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,7,9,0.7777777777777778,0.5,3.3750000298023224,"[""read""]",False,True,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,True,False,4.500000046100467,-1.125000016298145,0.5,0.0,0.0,0.0,0.75,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,8,9,0.8888888888888888,0.5,4.187500014901161,"[""search""]",False,True,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,True,False,3.3750000298023224,0.8124999850988388,0.5,0.0,0.0,0.0,0.75,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,9,9,1.0,0.5,5.687500008265488,"[""finish""]",False,True,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,True,True,4.187500014901161,1.4999999933643267,0.5,0.0,0.0,0.0,0.75,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,1,5,0.2,0.0,-3.7500000074505806,"[""search""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,2,5,0.4,0.0,3.2500000540167093,"[""read""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,True,False,-3.7500000074505806,7.00000006146729,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,3,5,0.6,0.5,1.5625000074505806,"[""search""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,True,False,3.2500000540167093,-1.6875000465661287,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,4,5,0.8,0.5,3.562499995343387,"[""read""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,True,False,1.5625000074505806,1.9999999878928065,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,5,5,1.0,0.5,8.56250001880835,"[""finish""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,True,True,3.562499995343387,5.000000023464963,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,1,4,0.25,0.0,-3.7500001061707735,"[""search""]",True,True,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,2,4,0.5,0.0,0.9999999701976776,"[""search""]",True,True,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,True,False,-3.7500001061707735,4.750000076368451,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,3,4,0.75,0.0,3.1250000651925802,"[""read""]",True,True,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,True,False,0.9999999701976776,2.1250000949949026,0.0,0.0,0.5,0.0,0.5,0.0,False,True,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,4,4,1.0,1.0,7.499999796040356,"[""finish""]",True,True,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,[1],"[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,True,True,3.1250000651925802,4.374999730847776,0.0,1.0,0.5,-0.5,0.5,0.5,True,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,1,11,0.0909090909090909,0.0,-5.249999885447323,"[""search""]",False,True,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,2,11,0.1818181818181818,0.0,-0.5,"[""read""]",False,True,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,False,-5.249999885447323,4.749999885447323,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,3,11,0.2727272727272727,0.5,0.9374999850988388,"[""search""]",False,True,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,True,False,-0.5,1.4374999850988388,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,4,11,0.3636363636363636,0.5,0.75,"[""read""]",False,True,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,True,False,0.9374999850988388,-0.1874999850988388,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,5,11,0.4545454545454545,0.5,1.6875000149011612,"[""search""]",False,True,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,True,False,0.75,0.9375000149011612,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,6,11,0.5454545454545454,0.5,-0.7500000298023224,"[""search""]",False,True,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,False,1.6875000149011612,-2.4375000447034836,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,True
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,7,11,0.6363636363636364,0.5,-1.7500000298023224,"[""search""]",False,True,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,False,-0.7500000298023224,-1.0,0.5,0.0,0.0,0.0,0.5,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,8,11,0.7272727272727273,0.5,-3.6250000074505806,"[""search""]",False,True,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,False,-1.7500000298023224,-1.8749999776482582,0.5,0.0,0.0,0.0,0.5,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,9,11,0.8181818181818182,0.5,-3.187499914318323,"[""search""]",False,True,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,False,-3.6250000074505806,0.43750009313225746,0.5,0.0,0.0,0.0,0.5,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,10,11,0.9090909090909092,0.5,-3.499999977648258,"[""search""]",False,True,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,False,-3.187499914318323,-0.3125000633299351,0.5,0.0,0.0,0.0,0.5,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,11,11,1.0,0.5,-2.374999962747097,"[""finish""]",False,True,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,True,-3.499999977648258,1.1250000149011612,0.5,0.0,0.0,0.0,0.5,0.0,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,1,9,0.1111111111111111,0.0,-3.9999998584389687,"[""search""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,2,9,0.2222222222222222,0.0,1.2500000447034836,"[""read""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,False,-3.9999998584389687,5.249999903142452,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,3,9,0.3333333333333333,0.5,7.31249998693238,"[""read""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,False,1.2500000447034836,6.0624999422288965,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,4,9,0.4444444444444444,0.5,1.8124999701976776,"[""search""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,False,7.31249998693238,-5.5000000167347025,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,5,9,0.5555555555555556,0.5,1.9999999850988388,"[""read""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,False,1.8124999701976776,0.1875000149011612,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,6,9,0.6666666666666666,0.5,1.7500000074505806,"[""search_more""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,False,1.9999999850988388,-0.2499999776482582,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,7,9,0.7777777777777778,0.5,0.9375000149011612,"[""read""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,False,1.7500000074505806,-0.8124999925494194,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,8,9,0.8888888888888888,0.5,2.3749999925494194,"[""search""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,False,0.9375000149011612,1.4374999776482582,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,9,9,1.0,0.5,2.0624999925494194,"[""finish""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,True,2.3749999925494194,-0.3125,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,1,5,0.2,0.0,-4.375000162050128,"[""search""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,False,False,,,,,,,,,False,False,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,2,5,0.4,0.0,2.5625000409781933,"[""read""]",False,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,True,False,-4.375000162050128,6.937500203028321,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,3,5,0.6,0.5,5.062499968800694,"[""search""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,True,False,2.5625000409781933,2.4999999278225005,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,4,5,0.8,0.5,2.6249999701976776,"[""read""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,True,False,5.062499968800694,-2.437499998603016,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False
