run_question,round,question_id,correct,trajectory_length,ever_positive,first_positive_step,first_positive_tau,first_positive_committed_r,first_positive_visible_r,first_positive_has_current_gold_preview,first_positive_before_committed_full,committed_class_at_first_positive,visible_class_at_first_positive,sign_reversals,crossing_class
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,False,7,True,3.0,0.4285714285714285,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,True,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,False,10,True,3.0,0.3,0.5,0.75,True,True,Partial,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,True,7,True,2.0,0.2857142857142857,0.0,0.5,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,False,3,True,2.0,0.6666666666666666,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,False,16,True,8.0,0.5,0.0,0.5,True,True,None,Partial,2,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,True,7,True,2.0,0.2857142857142857,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,True,12,False,,,,,False,False,Never positive,Never positive,0,Never positive
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,False,9,True,2.0,0.2222222222222222,0.0,0.25,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,False,5,True,3.0,0.6,0.25,0.25,False,True,Partial,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,True,7,True,2.0,0.2857142857142857,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,True,8,True,2.0,0.25,0.0,0.5,True,True,None,Partial,2,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,False,14,True,3.0,0.2142857142857142,0.0,0.0,False,True,None,None,3,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,False,13,True,2.0,0.1538461538461538,0.0,0.5,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,False,14,True,4.0,0.2857142857142857,1.0,1.0,False,False,Complete,Complete,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,False,7,True,2.0,0.2857142857142857,0.0,0.25,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,True,6,True,3.0,0.5,0.5,0.5,False,True,Partial,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,True,7,True,2.0,0.2857142857142857,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,False,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,False,9,True,3.0,0.3333333333333333,0.25,0.25,False,True,Partial,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,True,9,True,6.0,0.6666666666666666,0.5,0.75,True,True,Partial,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,True,7,True,3.0,0.4285714285714285,0.25,0.25,False,True,Partial,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,False,5,True,2.0,0.4,0.0,0.0,False,True,None,None,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,True,5,True,2.0,0.4,0.0,0.0,False,True,None,None,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,False,7,True,2.0,0.2857142857142857,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,True,6,True,2.0,0.3333333333333333,0.0,0.3333333333333333,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,True,6,True,2.0,0.3333333333333333,0.0,0.25,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,False,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,14,True,3.0,0.2142857142857142,0.3333333333333333,0.3333333333333333,False,True,Partial,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,False,10,True,3.0,0.3,0.5,0.5,False,True,Partial,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,False,4,True,3.0,0.75,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,True,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,False,7,True,3.0,0.4285714285714285,0.25,0.25,False,True,Partial,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,False,7,True,2.0,0.2857142857142857,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,False,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,False,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,True,15,True,2.0,0.1333333333333333,0.0,0.5,True,True,None,Partial,2,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,True,9,True,4.0,0.4444444444444444,0.25,0.5,True,True,Partial,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,False,20,True,3.0,0.15,0.25,0.25,False,True,Partial,Partial,3,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,True,6,True,2.0,0.3333333333333333,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,True,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,False,6,True,4.0,0.6666666666666666,0.25,0.5,False,True,Partial,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,True,6,True,2.0,0.3333333333333333,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,False,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,False,10,True,5.0,0.5,0.5,0.5,False,True,Partial,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,False,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,False,10,True,3.0,0.3,0.25,0.25,False,True,Partial,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,False,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,14,True,2.0,0.1428571428571428,0.0,0.5,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,False,11,True,2.0,0.1818181818181818,0.0,0.5,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,False,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,False,6,True,2.0,0.3333333333333333,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,False,3,True,2.0,0.6666666666666666,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,False,8,True,3.0,0.375,0.25,0.25,False,True,Partial,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,False,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,True,3,True,2.0,0.6666666666666666,0.0,1.0,True,True,None,Complete,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,True,6,True,2.0,0.3333333333333333,0.0,0.3333333333333333,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,False,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,True,7,True,3.0,0.4285714285714285,0.0,0.5,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,False,6,True,2.0,0.3333333333333333,0.0,0.6666666666666666,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,True,4,True,2.0,0.5,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,False,9,True,2.0,0.2222222222222222,0.0,0.3333333333333333,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,False,13,True,2.0,0.1538461538461538,0.0,0.3333333333333333,True,True,None,Partial,2,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,False,8,True,2.0,0.25,0.0,0.25,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,False,8,True,3.0,0.375,0.5,0.5,False,True,Partial,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,False,12,True,2.0,0.1666666666666666,0.0,0.3333333333333333,True,True,None,Partial,1,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,True,5,True,2.0,0.4,0.0,0.5,True,True,None,Partial,0,Single transition
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,False,13,True,2.0,0.1538461538461538,0.0,0.3333333333333333,True,True,None,Partial,2,Reversal
Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,False,10,True,2.0,0.2,0.0,0.3333333333333333,True,True,None,Partial,1,Reversal
