round,question_id,decision_step,gold_hop_count,committed_coverage_r,current_preview_hop_indices,current_preview_gold_count,current_preview_coverage,current_read_result_hop_indices,current_tool_hop_indices,visible_or_committed_hop_indices,visible_or_committed_coverage,cumulative_preview_hop_indices,ever_seen_or_committed_hop_indices,ever_seen_or_committed_coverage
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,9,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,10,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,11,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,12,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,3,2,0.5,[2],1,0.5,[1],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,4,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,3,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,4,2,0.5,[],0,0.0,[1],[1],[1],0.5,[],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,5,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,[2],"[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,6,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,[2],"[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,3,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,4,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,5,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,6,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,3,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,4,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,5,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,6,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,7,2,0.5,[],0,0.0,[2],[2],[2],0.5,[],[2],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,3,2,0.0,[2],1,0.5,[],[2],[2],0.5,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,4,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,3,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,4,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,5,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,6,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,7,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,8,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,9,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,10,2,1.0,[],0,0.0,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,11,2,1.0,[],0,0.0,[],[],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,2,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,3,4,0.25,[],0,0.0,[1],[1],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,4,0.25,[2],1,0.25,[],[2],"[1,2]",0.5,"[1,2]","[1,2]",0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,5,4,0.25,"[2,3]",2,0.5,[],"[2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,6,4,0.75,[2],1,0.25,"[3,4]","[2,3,4]","[1,2,3,4]",1.0,"[1,2,3]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,3,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,4,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,5,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,3,2,0.0,[2],1,0.5,[],[2],[2],0.5,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,4,2,0.5,[],0,0.0,[2],[2],[2],0.5,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,5,2,0.5,[1],1,0.5,[],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,6,2,0.5,[],0,0.0,[],[],[2],0.5,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,7,2,1.0,[],0,0.0,[1],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,3,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,4,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,5,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,2,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,3,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,4,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,2,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,3,4,0.25,[],0,0.0,[1],[1],[1],0.25,[],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,4,4,0.25,[],0,0.0,[],[],[1],0.25,[],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,5,4,0.25,[],0,0.0,[],[],[1],0.25,[],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,6,4,0.25,[],0,0.0,[],[],[1],0.25,[],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,7,4,0.25,[],0,0.0,[],[],[1],0.25,[],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,8,4,0.25,[],0,0.0,[],[],[1],0.25,[],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,9,4,0.25,[],0,0.0,[],[],[1],0.25,[],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,10,4,0.25,[],0,0.0,[],[],[1],0.25,[],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,2,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,3,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,4,0.5,[],0,0.0,"[1,4]","[1,4]","[1,4]",0.5,[1],"[1,4]",0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,5,4,0.5,[2],1,0.25,[],[2],"[1,2,4]",0.75,"[1,2]","[1,2,4]",0.75
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,6,4,0.5,"[2,3]",2,0.5,[],"[2,3]","[1,2,3,4]",1.0,"[1,2,3]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,7,4,0.5,[],0,0.0,[],[],"[1,4]",0.5,"[1,2,3]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,8,4,1.0,[],0,0.0,"[2,3]","[2,3]","[1,2,3,4]",1.0,"[1,2,3]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,3,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,4,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,2,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,3,4,0.25,[],0,0.0,[1],[1],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,4,4,0.25,[2],1,0.25,[],[2],"[1,2]",0.5,"[1,2]","[1,2]",0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,5,4,1.0,[],0,0.0,"[2,3,4]","[2,3,4]","[1,2,3,4]",1.0,"[1,2]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,3,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,4,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,3,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,4,2,0.5,[],0,0.0,[1],[1],[1],0.5,[],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,5,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,[2],"[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,6,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,[2],"[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,2,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,3,4,0.0,"[1,2]",2,0.5,[],"[1,2]","[1,2]",0.5,"[1,2]","[1,2]",0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,4,4,0.0,"[2,3]",2,0.5,[],"[2,3]","[2,3]",0.5,"[1,2,3]","[1,2,3]",0.75
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,5,4,0.75,[],0,0.0,"[1,2,3]","[1,2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,6,4,0.75,[4],1,0.25,[],[4],"[1,2,3,4]",1.0,"[1,2,3,4]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,7,4,1.0,[],0,0.0,[4],[4],"[1,2,3,4]",1.0,"[1,2,3,4]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,1,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,2,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,3,3,0.0,[],0,0.0,[],[],[],0.0,[1],[1],0.3333333333333333
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,4,3,0.3333333333333333,[],0,0.0,[2],[2],[2],0.3333333333333333,[1],"[1,2]",0.6666666666666666
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,5,3,0.3333333333333333,[],0,0.0,[],[],[2],0.3333333333333333,[1],"[1,2]",0.6666666666666666
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,6,3,0.3333333333333333,[],0,0.0,[],[],[2],0.3333333333333333,[1],"[1,2]",0.6666666666666666
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,1,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,2,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,3,0.0,[],0,0.0,[],[],[],0.0,[1],[1],0.3333333333333333
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,4,3,0.6666666666666666,[],0,0.0,"[1,2]","[1,2]","[1,2]",0.6666666666666666,[1],"[1,2]",0.6666666666666666
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,5,3,0.6666666666666666,[3],1,0.3333333333333333,[],[3],"[1,2,3]",1.0,"[1,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,6,3,1.0,[],0,0.0,"[1,3]","[1,3]","[1,2,3]",1.0,"[1,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,1,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,2,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,3,4,0.25,[],0,0.0,[1],[1],[1],0.25,[1],[1],0.25
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,4,4,0.25,[2],1,0.25,[],[2],"[1,2]",0.5,"[1,2]","[1,2]",0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,5,4,0.75,[],0,0.0,"[2,3]","[2,3]","[1,2,3]",0.75,"[1,2]","[1,2,3]",0.75
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,6,4,0.75,[4],1,0.25,[],[4],"[1,2,3,4]",1.0,"[1,2,4]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,7,4,1.0,[],0,0.0,[4],[4],"[1,2,3,4]",1.0,"[1,2,4]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,8,4,1.0,[],0,0.0,[],[],"[1,2,3,4]",1.0,"[1,2,4]","[1,2,3,4]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,2,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,3,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,1,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,2,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,3,3,0.0,[2],1,0.3333333333333333,[],[2],[2],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,4,3,0.0,"[2,3]",2,0.6666666666666666,[],"[2,3]","[2,3]",0.6666666666666666,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,5,3,0.6666666666666666,[],0,0.0,"[2,3]","[2,3]","[2,3]",0.6666666666666666,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,6,3,0.6666666666666666,[1],1,0.3333333333333333,[],[1],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,7,3,0.6666666666666666,[],0,0.0,[],[],"[2,3]",0.6666666666666666,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,8,3,0.6666666666666666,[],0,0.0,[],[],"[2,3]",0.6666666666666666,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,9,3,0.6666666666666666,[1],1,0.3333333333333333,[],[1],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,10,3,0.6666666666666666,[],0,0.0,[],[],"[2,3]",0.6666666666666666,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,11,3,1.0,[],0,0.0,[1],[1],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,12,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,13,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,14,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,3,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,1,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,2,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,3,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,4,2,0.5,[],0,0.0,[],[1],[1],0.5,[1],[1],0.5
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,5,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5
