round,question_id,decision_step,trajectory_length,tau,committed_r,native_s,action,correct,conflicted,gold_hop_count,committed_coverage_r,current_preview_hop_indices,current_preview_gold_count,current_preview_coverage,current_read_result_hop_indices,current_tool_hop_indices,visible_or_committed_hop_indices,visible_or_committed_coverage,cumulative_preview_hop_indices,ever_seen_or_committed_hop_indices,ever_seen_or_committed_coverage,run_question,native_positive,terminal,prev_native_s,delta_native_s,prev_committed_r,delta_committed_r,prev_current_preview_coverage,delta_current_preview_coverage,prev_ever_seen_or_committed_coverage,delta_ever_seen_or_committed_coverage,full_committed,current_preview_any,prev_native_positive,reversal,p,tau2,full,round2,round3
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,6,6,1.0,0.75,4.875000094296411,"[""finish""]",False,True,4,0.75,[],0,0.0,[3],"[2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,True,1.8125,3.0625000942964107,0.5,0.25,0.0,0.0,0.75,0.0,False,False,True,False,0.9924227594412318,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,11,11,1.0,0.3333333333333333,-8.500000379965059,"[""finish""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,True,-5.500000016996637,-3.0000003629684215,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,False,False,False,False,0.00020342690077580148,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,15,15,1.0,0.5,-2.874999988824129,"[""finish""]",False,True,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,4]","[1,2,4]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,False,True,-3.6250000931322575,0.7500001043081284,0.5,0.0,0.25,-0.25,0.75,0.0,False,False,False,False,0.053403330364780316,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,19,19,1.0,0.75,-0.25,"[""finish""]",False,True,4,0.75,[],0,0.0,[],[],"[1,3,4]",0.75,[1],"[1,3,4]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,True,-0.5,0.25,0.75,0.0,0.0,0.0,0.75,0.0,False,False,False,False,0.43782349911420193,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,19,19,1.0,0.5,-2.750000074505806,"[""finish""]",False,True,4,0.5,[],0,0.0,[],[],"[1,2]",0.5,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,False,True,0.0,-2.750000074505806,0.5,0.0,0.0,0.0,0.75,0.0,False,False,False,False,0.060086645966199635,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,15,15,1.0,1.0,-0.6249999850988388,"[""finish""]",False,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,False,True,1.7499999776482582,-2.374999962747097,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,True,0.3486451387178759,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,8,8,1.0,1.0,4.4999999878928065,"[""finish""]",True,False,2,1.0,[],0,0.0,[],[],"[1,2]",1.0,[1],"[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,True,True,5.062499940395355,-0.5624999525025487,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False,0.9890130572378473,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,3,1.0,0.3333333333333333,4.937499874504283,"[""finish""]",False,False,3,0.3333333333333333,[],0,0.0,[1],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,True,True,2.000000089406967,2.937499785097316,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,False,False,True,False,0.9928785703669205,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,5,5,1.0,1.0,7.062500073661795,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,True,True,3.062500001862645,4.00000007179915,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9991440994262479,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,5,5,1.0,1.0,5.750000062980689,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,True,True,4.374999820254743,1.375000242725946,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9968273173566985,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,6,6,1.0,0.25,6.375000143889338,"[""finish""]",False,True,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,True,True,2.4375,3.937500143889338,0.25,0.0,0.0,0.0,0.25,0.0,False,False,True,False,0.9982992778328643,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,3,3,1.0,1.0,6.999999884195859,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,True,True,1.6250000447034836,5.374999839492375,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9990889487001919,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,6,6,1.0,0.5,7.125000206578989,"[""finish""]",False,True,4,0.5,[],0,0.0,"[1,4]","[1,4]","[1,4]",0.5,"[1,2]","[1,2,4]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,True,True,1.1875000149011612,5.937500191677827,0.0,0.5,0.0,0.0,0.5,0.25,False,False,True,False,0.9991959142303445,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,5,5,1.0,1.0,5.999999916530214,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,[1],"[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,True,True,3.2500000167638063,2.749999899766408,0.5,0.5,0.0,0.0,0.5,0.5,True,False,True,False,0.9975273766374863,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,5,5,1.0,1.0,7.499999796040356,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,True,True,3.812500031664967,3.6874997643753886,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9994472212503942,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,3,3,1.0,0.5,6.312499936262611,"[""finish""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,True,True,2.7499999813735485,3.562499954889063,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.998189788858628,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,5,5,1.0,1.0,8.93749989054777,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,True,True,7.499999980762368,1.4374999097854015,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False,0.9998686481885598,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,3,3,1.0,0.5,6.874999899853719,"[""finish""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,True,True,2.749999962747097,4.124999937106622,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.9989677688599777,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,12,12,1.0,0.0,5.375000098720193,"[""finish""]",True,False,4,0.0,[4],1,0.25,[],[4],[4],0.25,"[2,4]","[2,4]",0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,True,True,2.000000052154064,3.3750000465661287,0.0,0.0,0.25,0.0,0.5,0.0,False,True,True,False,0.9953904282735861,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,13,13,1.0,0.3333333333333333,-4.4375001969747245,"[""finish""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,False,True,-3.999999932944774,-0.4375002640299499,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,False,False,False,False,0.0116872557205054,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,9,9,1.0,0.3333333333333333,-8.687499781030056,"[""finish""]",False,False,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,False,True,-7.875000101223122,-0.8124996798069333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,False,False,False,False,0.0001686527909128042,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,10,10,1.0,0.75,4.437499837949872,"[""finish""]",False,True,4,0.75,[],0,0.0,[4],[4],"[1,3,4]",0.75,"[1,2,3,4]","[1,2,3,4]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,True,True,3.749999978579581,0.6874998593702912,0.75,0.0,0.0,0.0,1.0,0.0,False,False,True,False,0.9883127401325185,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,12,12,1.0,0.25,-3.687500043772161,"[""finish""]",False,True,4,0.25,[],0,0.0,[],[],[1],0.25,[1],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,False,True,-2.749999910593033,-0.9375001331791282,0.25,0.0,0.0,0.0,0.25,0.0,False,False,False,False,0.02442308901116534,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,4,4,1.0,1.0,5.874999957741238,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,True,True,1.1875000149011612,4.687499942840077,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9971990729148468,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,6,6,1.0,1.0,5.874999953084625,"[""finish""]",False,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,[2],"[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,True,True,3.0625000540167093,2.812499899067916,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9971990729018406,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,6,6,1.0,1.0,8.062499812120222,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,True,True,2.6250000074505806,5.437499804669642,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9996849612467479,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,7,7,1.0,0.5,4.812500203028321,"[""finish""]",False,True,2,0.5,[],0,0.0,[2],[2],[2],0.5,[],[2],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,True,True,2.937500013038516,1.8750001899898052,0.0,0.5,0.0,0.0,0.0,0.5,False,False,True,False,0.9919380100953449,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,4,4,1.0,1.0,8.874999831175955,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,True,True,1.8125,7.0624998311759555,0.0,1.0,0.5,-0.5,1.0,0.0,True,False,True,False,0.9998601779007507,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,11,11,1.0,1.0,-1.8749999701976776,"[""finish""]",True,False,2,1.0,[],0,0.0,[],[],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,False,True,-3.5624998873099685,1.6874999171122909,1.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,0.1329642436335826,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,6,6,1.0,0.75,3.7500000614672895,"[""finish""]",False,True,4,0.75,[2],1,0.25,"[3,4]","[2,3,4]","[1,2,3,4]",1.0,"[1,2,3]","[1,2,3,4]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,True,True,1.6250000298023224,2.125000031664967,0.25,0.5,0.5,-0.25,0.75,0.25,False,True,True,False,0.9770226314698788,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,5,5,1.0,1.0,5.999999950872734,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,True,True,3.5000000689178705,2.4999998819548637,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9975273767221924,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,7,7,1.0,1.0,7.562499957566615,"[""finish""]",False,False,2,1.0,[],0,0.0,[1],[1],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,True,True,1.875000074505806,5.687499883060809,0.5,0.5,0.0,0.0,1.0,0.0,True,False,True,False,0.9994806951134806,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,5,5,1.0,1.0,6.374999844352715,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,True,True,3.187499964609742,3.187499879742973,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9982992773243021,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,4,4,1.0,0.0,11.125000000125056,"[""finish""]",False,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,True,True,3.187500087544322,7.937499912580733,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,0.9999852610180274,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,10,10,1.0,0.25,4.250000024680048,"[""finish""]",False,True,4,0.25,[],0,0.0,[],[],[1],0.25,[],[1],0.25,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,True,True,3.375,0.8750000246800482,0.25,0.0,0.0,0.0,0.25,0.0,False,False,True,False,0.9859363732989641,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,8,8,1.0,1.0,5.624999894876964,"[""finish""]",True,False,4,1.0,[],0,0.0,"[2,3]","[2,3]","[1,2,3,4]",1.0,"[1,2,3]","[1,2,3,4]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,True,True,3.0625000204890966,2.5624998743878677,0.5,0.5,0.0,0.0,1.0,0.0,True,False,True,False,0.9964063970421672,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,4,4,1.0,1.0,6.4999999204301275,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,True,True,1.8124999701976776,4.68749995023245,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9984988176239934,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,5,5,1.0,1.0,5.187499864725396,"[""finish""]",False,False,4,1.0,[],0,0.0,"[2,3,4]","[2,3,4]","[1,2,3,4]",1.0,"[1,2]","[1,2,3,4]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,True,True,0.9375000149011612,4.249999849824235,0.25,0.75,0.25,-0.25,0.5,0.5,True,False,True,False,0.9944450745490427,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,4,4,1.0,0.5,8.312500328560418,"[""finish""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,True,True,2.874999962747097,5.437500365813321,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.9997546306000563,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,6,6,1.0,1.0,6.749999973573722,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,[2],"[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,True,True,3.187499912455678,3.562500061118044,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9988304897040748,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,7,7,1.0,1.0,5.187499928288162,"[""finish""]",True,False,4,1.0,[],0,0.0,[4],[4],"[1,2,3,4]",1.0,"[1,2,3,4]","[1,2,3,4]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,True,True,2.8749999571591616,2.312499971129,0.75,0.25,0.25,-0.25,1.0,0.0,True,False,True,False,0.9944450749001679,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,6,6,1.0,0.3333333333333333,5.624999825959094,"[""finish""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[2],0.3333333333333333,[1],"[1,2]",0.6666666666666666,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,True,True,2.6249999552965164,2.9999998706625775,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False,0.9964063967953936,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,6,6,1.0,1.0,6.312499935447704,"[""finish""]",True,False,3,1.0,[],0,0.0,"[1,3]","[1,3]","[1,2,3]",1.0,"[1,3]","[1,2,3]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,True,True,2.875000063329935,3.437499872117769,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1.0,0.0,True,False,True,False,0.9981897888571556,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,8,8,1.0,1.0,3.500000001862645,"[""finish""]",True,False,4,1.0,[],0,0.0,[],[],"[1,2,3,4]",1.0,"[1,2,4]","[1,2,3,4]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,True,True,3.437500008381903,0.0624999934807419,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False,0.9706877693016415,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,3,3,1.0,1.0,5.93750011571683,"[""finish""]",False,True,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,True,True,2.750000039115548,3.1875000766012818,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.997368326328843,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,14,14,1.0,1.0,-0.5625000149011612,"[""finish""]",False,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,True,2.625000024214387,-3.187500039115548,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,True,0.36296920207413214,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,3,3,1.0,0.5,4.812499925261363,"[""finish""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,True,True,-2.3750000074505806,7.187499932711944,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,False,False,0.9919380078740438,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,5,5,1.0,0.5,8.312500269326847,"[""finish""]",False,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,True,True,2.8750000335276127,5.437500235799234,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False,0.9997546305855257,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,3,3,1.0,1.0,8.625000314728823,"[""finish""]",False,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,True,True,2.812500076368451,5.812500238360371,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9998204720871458,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,5,5,1.0,1.0,5.625000179745257,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,True,True,2.5624999552965164,3.0625002244487405,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9964063980621916,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,4,4,1.0,1.0,8.687499895429937,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,True,True,1.625,7.062499895429937,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9998313472283777,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,5,5,1.0,1.0,6.1874998031998985,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,True,True,3.4375000027939677,2.7499998004059307,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9979492560573238,1.0,1.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,9,9,1.0,0.75,4.4999999506399035,"[""finish""]",False,True,4,0.75,[],0,0.0,"[2,3]","[2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,True,True,0.5625,3.937499950639903,0.75,0.0,0.0,0.0,0.75,0.0,False,False,True,False,0.9890130568330487,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,3,3,1.0,0.5,7.750000036714482,"[""finish""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,True,True,2.937500052154064,4.812499984560418,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.9995694429344762,1.0,0.0,1.0,0.0
Run 2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,3,3,1.0,0.5,7.687499809675501,"[""finish""]",False,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 2::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,True,True,0.4375,7.249999809675501,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.9995416870121767,1.0,0.0,1.0,0.0
